Indonesia,label
"suatu ketika pada rapat bulanan pemimpin cabang seluruh indonesia, seorang pemimpin bank mega cabang banjar melaporkan, pak, aset kita kecil sekali karena pasar juga begitu kecil.",1
beliau biasa menerima kiriman majalah syiar islam panji masyarakat dari sebuah kantor muhammadiyah di jawa tengah.,0
masa kecil yang kurang lebih sama dengan anak-anak lainnya.,0
"tidak tanggung-tanggung, malam itu empat menteri hadir, seperti pak ginandjar kartasasmita.",2
bagian kiri tubuhnya sempat tidak bisa di gerakkan.,1
Apakah Anda punya kursi kosong untuk malam ini atau besok?,0
Bagaimana dengan mencoba anting-anting ini?,1
lalu dia menarik tanganku kami pun berlari menuju belakang sekolah sembunyi di ruangan bekas gardu listrik,0
Saya muak.,2
flo adalah petualang sejati,1
Apa kesan Anda?,0
Bagaimana saya bisa membantu Anda?,1
"di antara mereka yang tahu bagaimana saya dulu dan paham benar bagaimana saya sebenarnya adalah budi siahaan, febriansyah, sabil, ariza, gindarno, dan tomo.",1
"Tolong, bisakah Anda menjaga barang-barang berharga saya?",1
karena baru saja ditangkap seekor buaya yang diyakini telah menyambar seorang wanita yang sedang mencuci pakaian,2
beberapa bahkan terbiasa menggunakan senjata api.,0
"alhamdulillah, atas kerja keras semua, hingga kini pt bank mega tbk.",1
apalagi saat itu saya menyebutkan bahwa indonesia akan menjadi negara maju pada tahun 2030 dengan pendapatan per kapita 18.000 dollar as.,2
beliau menyusun sendiri silabus pelajaran budi pekerti dan mengajarkan kepada kami sejak dini pandangan pandangan dasar moral demokrasi hukum keadilan dan hak hak asasi,1
Apa Tuan Brown di sana?,1
Saya ingin terbang sesegera mungkin.,0
"beralih ke bahasa turki , dia kemudian bilang : jangan lupakan suriah , jangan lupakan aleppo",0
hingga kini kemampuan membaca cepat benar-benar berguna di keseharian.,1
"malam itu alhamdulillah, kami berhasil mengumpulkan dana sebesar rp 120 juta.",0
Bagaimana kalau bergabung dengan saya untuk minum?,1
"dari sisi akademis, prestasi istri saya tidak bisa dipandang sebelah mata.",1
"pikir saya sederhana, saya tahu benar bagaimana pahitnya sulit saat sd hingga awal kuliah dulu, dan itu sangat tidak menyenangkan.",0
"saat masuk kelas satu, kami diajak ke marunda oleh guru biologi, pak ganjar.",0
dia katakana bahwa saya mendapat dukungan penuh dari pengda jawa barat dan jawa timur.,0
"Tolong, saya mau duduk dekat jendela.",0
"di saat krisis moneter, sebagian masyarakat juga banyak yang beternak uang.",1
"hampir semua pengajaran sudah terkomputerisasi, jangan sampai tenaga pengajar malah gaptek.",0
mungkin karena disampaikan secara informal sambil makan goreng tempe panas dan cabe rawit di warung tegal sederhana di kawasan utan kayu.,0
"Tolong, satu dolar saja.",0
Saya ingin dasi.,0
diputuskan untuk tidak menggunakan tenda demi mendapat gambaran kemegahan.,0
"ia lenyap di telangelap, asap gaharu, dan aroma dupa.",0
"Permisi, Pak. Apakah ini semua bawaan yang Anda miliki?",0
Apakah Anda ingin membuat tuntutan asuransi kerusakan tabrakan dan kecelakaan diri?,0
"Kamar Anda, Pak.",2
Apakah Anda mau menyimpan bagasi ini?,0
"intensitas silaturahmi, baik secara informal maupun melalui kegiatan, akhirnya memunculkan kebanggaan.",1
jika diminum kita bisa merasa kenyang,0
"mereka diperkuat seorang pemain peringkat dua dunia, choong tan fook, dan dilatih oleh seorang indonesia, indra gunawan.",2
Apakah Anda punya bagan warna?,0
"Warnanya cocok, tetapi ukurannya tidak tepat. Dapatkah Anda mengubahnya dalam satu jam?",0
"Tolong, Sepuluh dolar bahan bakar.",0
Tolong beritahu saya bagaimana cara menuju ke museum.,1
rs pmi merupakan salah satu rumah sakit yang paling ramai didatangi pasien korban kecelakaan jalan raya karena lokasinya dekat dengan tol jagorawi.,0
Makanan saya sudah siap apa belum?,0
Saya seorang pemula dalam menyelam.,1
Apakah ada kamar yang lebih murah?,0
"di tahun yang sama, setelah melewati berbagai proses seleksi yang sangat ketat, saya terpilih sebagai mahasiswa teladan tingkat nasional.",1
"seperti telah saya ceritakan sebelumnya, pak ganjar merupakan salah satu peneliti lipi.",0
menurut ibu bagaimana? tanya saya ke bu rini suwandi.,1
Tulis nomor kamar Anda dan tanda tangan di sini.,0
"tidak mungkin saya mengambil jurusan kedokteran umum karena kakak kandung saya, chairil tanjung telah mengambil jurusan tersebut, juga di universitas indonesia.",2
"keluarga dursley meminta penjelasan tentang dunia sihir, dan mrs figg ternyata mengenal albus dumbledore.",0
"mataku tak lepas memandang sebuah kotak persegi empat berwarna merah, atap sebuah rumah.",1
Dimana perpustakaan terdekat?,0
"jika terjadi, alasan dipindahkan sudah cukup jelas.",0
smp vanlith di jalan gunung sahari nomor 91 mayoritas diisi lulusan sd vanlith dan sd budi mulya.,0
Semoga liburan Anda menyenangkan.,0
"untuk mewujudkan hal ini, sudah pasti diperlukan biaya yang tidak sedikit.",1
mrs figg mengangkat tangannya yang digantungi tas serutnya dan memukuli wajah dan leher mundungus dengan tasnya itu.,1
lagu tentang topi ini adlaah lagu super ringkas dengan bait yang dibalik balik,1
Saya tidak berpakaian resmi.,0
Barang ini tidak diizinkan.,1
"Baiklah, tidak terlalu buruk.",2
"di perempat final, dikalahkan korea 1-3.",1
Apakah Anda bisa memberikan brosur tour?,0
rul (saya) proses perjalanan dari rumah kamu di batutulis kesini (hutan kayu) merupakan proses kebudayaan.,0
matanya berair saking sakitnya sementara dia merayap bangun meraba raba dengan panik dalam kegelapan,2
Nama Anda dan nomor telepon Anda?,0
"harry menyisipkan kembali tongkat sihirnya ke dalam pinggang jinsnya, menyembunyikan bel, dan mengawasi siluet bibi petunia makin lama makin besar, bentuknya aneh karena distorsi kaca pintu yang bergelombang.",2
"tidak hanya itu, selama mengerjakan biografi ini, saya juga merasakan langsung bekerja dengan ct secara all out hingga tuntas agar hasilnya optimal.",2
"Mobil ini menuju ke Chicago, bukan?",1
"awalnya saya tertawa dan melempar mereka dengan jambu muda yang berserakan tertiup angina, lama-kelamaan bisa fokus dan tadak lagi terganggu.",2
Saya datang ke sini untuk bisnis.,2
Saya pikir ini adalah adat Jepang yang unik.,1
lalu tiba tiba jalan jalan raya kampung kampung dan pasar kembali lengang sunyi senyap,2
Saya memesan tiga cangkir teh. Tapi kita hanya dua yang datang.,0
"sebagai penghargaan, saya dan para juara lainnya mengikuti upacara bendera memperingati kemerdekaan republik indonesia ke-39 dan mendapatkan plakat.",0
Lusa malam.,1
flo sangat dekat dengan mahar.,1
Kami ingin duduk di dekat jalan.,0
Kami punya sekitar tiga puluh jenis sabun mandi.,0
Dapatkah Anda memberitahu saya bagaimana untuk sampai ke restoran itu?,2
ini bukan pertama kalinya sebuah revolusi yang tenang dimulai di leipzig,0
"saat itu, meski dalam skala kecil, saya telah mempertimbangkan mengenai sinergi dalam lingkungan terkecil, khususnya keluarga.",0
aku sudah tidak bisa lagi mengatasi anak pesisir ini ibunda guru,1
bisakah dia yakin tadi itu bukan bunyi sesuatu yang pecah di rumah tetangga?,0
"Japan Airlines, nomor penerbangan satu dua tiga.",0
adakah yang masih main-main dengan komitmen berupa ikatan suci tersebut? semoga tidak ada.,0
disana pula sesekali masih bertemu dengan bambang.,0
pada awalnya dia adalah murid biasa kelakuan dan prestasi sekolahnya sangat biasa,1
"Kami Mohon maaf, tapi telur rebus tidak tersedia.",0
tapi bukan maksudku mencela dia karena kenyataannya secara ekonomi kami sepuluh kawan sekelas ini memang semuanya orang susah,1
Apa bus yang harus saya naiki untuk menuju Washington Monument?,0
Saya ingin memberi Anda memesan lebih banyak. Bolehkah saya melihat menu lagi?,0
"kemudian kami semua dikelompokkan ke dalam grup kecil yang terdiri dari grup matematika, grup biologi, grup kimia, dan grup fisika.",0
"dalam pertemuan pertama dengan pak ishadi, saya sampaikan persoalan studio di kemang itu sekaligus meminta tolong untuk membantu.",1
bu mus terus tersenyum mengantisipasi kekonyolan apa lagi yang akan ditampilkan muridnya,1
"kalau orang menjadi besar, dia harus berbagi, menciptakan lapangan kerja untuk orang lain.",1
"nakhoda menunjuk jauh ke arah depan, gumpalan awan gelap bergerak menuju arah kami.",2
Laut terlihat jauh di bawah.,1
senioritas ini kemudian mewujud juga pada pelaksanaan roda organisasi yang lebih banyak memerlukan pemahaman dan keterampilan mengelola organisasi dibidang pembinaan prestasi.,1
aku dan syahdan berjanji untuk menjaga rahasia.,2
selanjutnya hingga kini china mendominasi sebagai pemenang.,2
Apakah Anda punya seseorang yang bisa berbicara Jepang?,0
saya tahu kamu sudah tidak perlu.,1
"pertamanan tidak terbatas jarak, waktu, dan usia.",2
"Saya membeli celana ini kemarin, tetapi mereka tidak cocok untuk saya.",0
Apakah Anda minum suatu obat secara teratur?,0
"berangkatlah kami, grup fisika, ke daerah tersebut didampingi beberapa peneliti lipi sebagai pemandu.",0
"Setiap tiga hari, tetapi tidak selalu.",1
Sebuah hadiah?,0
Saya tertarik untuk pergi ke garage sale.,2
Bisakah saya menyewa mobil?,1
Mengapa Anda tidak pergi ke sana?,2
Tolong beritahu saya bagaimana cara menggunakannya.,1
"ketika saya tanya ibu dengan siapa akan pergi naik haji, dia hanya menjawab, tidak tahu. ketika itu saya benar-benar bingung antara harus mendampingi ibu atau meminta orang lain untuk mengantar ibu naik haji.",2
tingkah ini diikuti sahara yang sengaja menumpahkan air minum akiong sehingga anak hokian itu menangis,2
"pada hari senin sorenya, pak mar’ie, yang juga mantan menkeu di era orde baru, telah berada di lokasi bencana.",0
"Saya akan check in sedikit terlambat malam ini, tapi tolong jaga reservasi saya.",1
jabatan adalah amanah yang harus dipertanggungjawabkan.,1
Saya sangat menderita karena penyakit asma.,1
Ada sebuah restoran India yang sangat bagus dekat stasiun kereta bawah tanah. Mengapa Anda tidak pergi ke sana?,2
penampilan harry potter tidak membuatnya disukai para tetangganya,0
Jam berapa kereta terakhir ke Boston pergi?,2
inilah yang dimaksud dengan tidak punya bakat dan tidak tahu dirik,1
spirit seperti ini cerminan sekaligus harapan saya agar semua orang para group memiliki spirit seperti itu.,2
Dimana lereng snowboard?,0
tinggal menunggu kesempatan saja bagi lintang untuk mengharumkan nama perguruan muhammadiyah,0
dia tidak mengindahkan jangkauan suaranya serta tidak ambil pusing dengan notasi,1
"Bisakah Anda memberitahu saya waktu, tanggal dan jumlah orang?",0
Tolong tunjukkan SIM Anda.,1
pabrik sepatu yang saya bangun di citeureup kemudian saya alihkan kepada azis karena saya anggap dia telah cukup mampu memimpin.,2
"harry mengangkat tangan untuk meraih suratnya, yang beramplop merah, tetapi burung itu melesat melewati kepalanya, terbang menuju bibi petunia, yang menjerit dan merunduk, tangannya menutupi wajahnya.",1
pada kesempatan itu saya tegaskan bahwa trans 7 tidak boleh meminta unag dan harus bisa menghidupi diri sendiri.,2
harry mengawasi sosok sosok gelap itu melewati rumput kering dan bertanya dalam hati siapa yang telah mereka pukuli malam ini,0
sebuah pemandangan yang tidak biasa.,1
lalu tiba-tiba semuanya menjadi mudah karena semua hal disaksikan dari suatu jarak.,2
Kami tidak terlalu lapar.,0
"tulisan mas adi tahun 1970-1980-an banyak menyoroti kerangka teori strukturalis ekonomi, menyelam mempelajari sistem ekonomi yang katanya malah memiskinkan kehidupan bangsa.",1
ada seseorang duduk di tengah lapangan.,1
Dapatkah Anda mengubah ini menjadi seperempatan?,1
Guru.,0
Bisakah Anda memperbaiki lampu?,0
Bisakah saya mendapatkan panggilan bangun pukul 7:00 pagi?,0
Berapa harga untuk mengirim surat resmi ke Prancis?,0
sekarang jumlah karyawan ct corp sebanyak 75.000 orang.,2
"namun, karena trans tv butuh tanah kosong, tanah tersebut akhirnya dipakai untuk gedung menara bank mega dan trans tv.",0
Ini adalah kunci saya.,1
"monag pakpahan sekarang memimpin majalah investor dan candra mulya memiliki perusahaan properti, bekerja sama dengan mas adi sasono.",1
dan melempari mobil yang lewat serta anak-anak dengan batu.,1
"semua orang yang berpartisipasi dalam tirani ini akan bertanggung jawab ,",1
pernah suatu ketika anita hanya datang sendiri tanpa saya ke sebuah acara pak hendropriyono.,0
Apakah Anda punya sesuatu yang lain?,0
"jika dagangan habis, akan diberi uang seharga satu es mambo sebagai upah.",0
Saya suka sweater Anda.,1
Tolong beri kami kursi di bagian depan.,0
pemikiran mas adi tentang bahayanya penguasaan aset pada segelintir orang atau kelompok tertentu yang dekat dengan kekuasaan sangat cocok dengan pendirian dan jalan pikiran saya juga.,1
lintang bereksperimen merumuskan metode jembatan keledainya sendiri untuk pelajaran pelajaran hafalan,2
Saya terkesan dengan pemandangan indah kota di malam hari.,1
sifatnya yang utama: penuh perhatian dan kepala batu,2
Di mana saya berpindah untuk ke Chicago?,0
Berapakah tingkat bunga saat ini?,0
"Sebuah sampo dan style set yang sama, ya.",0
sebagian besar dari mereka bahkan telah saya anggap sebagai keluarga besar.,0
Kapan itu akan berlayar?,0
christian saat itu menjabat sebagai kepala asrama pelatnas.,2
"sahara kelihatan pucat, seperti orang bingung.",2
"setelah saya beli sebagian sahamnya, saya tidak pernah melakukan kunjungan incognito (rahasia), tetapi kalau ke carrefour itu bagian dari tugas saya.",0
Tak bisakah Anda memberikannya kepada saya sedikit saja?,2
Silahkan ikuti petunjuk dari staf kami.,0
beliau bekerja selama 25 tahun mencedok tailing yaitu material buangan dalam instalasi pencucian timah,0
inilah kampung tambang yang menghasilkan timah dengan harga lebih mahal puluhan kali lipat dibanding sebatang padi,0
Saya ingin menyewa mobil ukuran sedang dengan empat pintu.,0
ia sangat khawatir sehingga tidak peduli pada peluh yang mengalir masuk ke pelupuk matanya,1
penampilan mereka seperti para pelantun irama semenanjung idola orang melayu pedalaman,1
ini tidak lain salah satunya karena peran kualitas pendidikan saat sma.,1
pada tahun 1982 terjadi gebrakan lain oleh fkg-ui.,2
Saya ingin beberapa penjepit jemuran.,2
waktu itu saya marah besar karena merasa dikhianati oleh teman-teman seperjuangan sendiri.,2
trans tv memulai siaran percobaan pada desember 2001 selama 12 jam.,0
"Yah, mereka harus bermain babak tambahan sampai salah satu unggul.",2
"bukan berarti kami tak mampu membuat koran, majalah, radio, atau lainnya, tapi saya melihat di usaha-usaha tersebut akan sangat sulit kami menjadi nomor satu sehingga saya tak akan masuk ke bidang tersebut.",1
"Biarkan saya melihat tanda terima, lalu.",1
“nah sekarang giliran…“ bu mus memandangi kami satu per satu untuk menjatuhkan pilihan secara acak,0
saya diberikan waktu 30 hari untuk membentuk kepengurusan baru.,1
godaan godaan besar bersemayam di dalam kepala orang orang cerdas,0
kami berdua memutuskan untuk menikah pada tahun 1994.,0
Gusi saya sangat sakit.,1
"setiap kali membaca rencana, aku aku mengalami kesulitan untuk tidur.",0
beberapa kali saya sempat secara langsung menghadiri rapat antara dewan guru dan wali murid.,2
sedikitnya 30 perusahaan indonesia dalam daftar fortune 500 companies.,1
"karena sering melihat bapak bekerja dan hampir setiap hari dirumah berinteraksi dengan para sopir, sedikit banyak saya tahu proses kerjanya.",0
"melalui buku tersebut diharapkan umat islam termotivasi untuk bisa berdiri di kaki sendiri, dan bisa menjadi entrepreneur yang tangguh.",0
ini juga sama sekali bukan urusan mudah terutama untuk tingkat pendidikan serendah kami,1
"masih ada saja pihak-pihak yang tidak suka, keberatan, karena saya dianggap sudah pihak luar.",1
"dia mengerling paman vernon dengan pandangan ketakutan memohon maaf, kemudia menurunkan tangannya sedikit sehingga giginya yang seperti gigi kuda tampak.",0
Delta Airlines.,1
"anak-anak yang selama ini menempati ram menjadi prioritas di tahun ajaran pertama karena mereka tidak perlu lagi mengikuti seleksi administratif dan survei, tapi tetap mengikuti tes akademik dan psikologi sama dengan calon siswa dari luar.",1
Anda bisa merekomendasikan sebuah buku bergambar untuk anak enam tahun?,1
"karena itu, mungkin lama-lama dia merasa gerah dan tak enak hati, berlanjut kemudian dia berusaha mati-matian untuk mendapatkan pesanan.",0
Tentunya. Biarkan saya melihatnya. Kurasa Anda terluka oleh karang.,0
bu mus sudah bosan dihina.,0
"dan dalam waktu 92 jam, 15 menit, 10 detik dari sekarang aku akan menjumpainya langsung.",1
"satu jam saja hujan mengguyur, telah membuat muka saya putih seperti kapas, pucat pasi.",1
Selamat jalan.,1
melangak longok ke sana kemari apakah ada para musuh,0
uang sebanyak itu saya dapat dari mengeruk habis saldo kas beberapa perusahaan di dalam naungan para group.,0
"rumahnya besar, halaman belakang bahkan sering kali kami jadikan tempat berlatih voli.",2
Saya ingin sweater anak-anak.,0
Saya punya satu ribu pound.,0
"nanti mau belanja di carrefour, kita bisa dapat diskon 50 persen.",0
Saya sama sekali tidak yakin tentang kemampuan saya menulis dalam bahasa Inggris.,1
Saya akan tinggal di sini hanya sebulan.,1
"dalam kondisi seperti itu, seorang ayah bekerja untuk menghidupi tujuh orang sekaligus, yaitu lima anak tadi, dia sendiri, dan istrinya.",1
"NO, terima kasih.",1
dia sangat naif dan tidak peduli seperti jalak kerbau,1
"Saya sembilan puluh sembilan kaki sembilan puluh sembilan inci, sembilan puluh sembilan pound. Yang mana papan yang terbaik?",2
"baikllah kalau begitu, saya kira saya harus mendapatkannya nanti.",0
"jadi, sudah menjadi hal biasa.",1
 gerbang yang mana yang harus saya masuki?,2
Anda perlu dioperasi.,0
"di gedung tersebut terdapat peralatan musik, fotografi, dan studio untuk shooting foto maupun film.",0
"sebelum rayonisasi, boedoet menjadi salah satu sekolah terbaik di jakarta.",0
"Tolong, saya mau uang logam dalam berbagai pecahan.",1
"saya dapat a+, kamu dapat apes.",1
tak susah melukiskan sekolah kami karena sekolah kami adalah salah satu sekolah miskin di negri ini,0
kondisi ini memudahkan saya saat memerlukan bantuan mereka dalam hal apa pun.,2
bsmi yang kemudian berganti nama menjadi bank mega syariah adalah satu-satunya bank syariah yang memperkejakan orang non-muslim untuk menjadi karyawannya.,0
perjalanan haji itu sungguh memberikan makna mendalam dan berkah terhadap kehidupan serta usaha saya sampai sekarang.,1
Anda sebaiknya hari ini beristirahat.,1
Kita bisa memesan kamar yang nyaman untuk Anda di kastil tua di dekat klub golf terkenal.,0
Tolong beritahu dia bahwa Yamada dipanggil.,0
di balik daunnya kami bersembunyi jika bolos pelajaran kewarganegaraan,0
Apakah itu luntur?,0
karena seluruh lapisan langit dan gugusan planit itu sesungguhnya terkonsentrasi di dalam kepala kita sendiri,2
berbasis kerakyatan.,1
sering saya katakan kepada teman-teman bahwa saya tidak mau masuk ke sebuah bidang bisnis di mana kita tidak mungkin menjadi juara atau sesial-sialnya menjadi nomor dua.,2
"besok harinya saat ujian dilangsungkan dan nilai dibagikan, azis menggerutu setelah melihat nilai saya.",1
bongkaran merupakan cerita tentang kenyataan kaum urban.,0
Mereka mendengarkan pidatonya dengan telinga terbuka.,0
saat itu baru satu minggu boy di indonesia setelah lima tahun sekolah di australia.,0
halaman setiap rumah sangat luas dan tidak dipagar,1
adapun trapani sejak kelas satu sd tidak pernah menyanyikan lagu lain selain lagu kasih ibu sepanjang jalan,0
saya beri pula mereka kemudahan membayar tiga kali dengan jangka waktu tiga bulan.,0
berangkatlah dari sana pelajari bagaimana menggunakan kata benda kata kerja kata sifat dan kata keterangan dalam sebuah kalimat inggris,0
harry menyalin kata-kata ini ke atas tiga potong perkamen sesampainya dia pada meja tulisnya di kamar tidurnya yang gelap.,2
"Tentu saja Pak, tapi, apa yang terjadi padamu?",0
"saking ingin bergabung dengan bank mega dan mengenal saya lebih dekat, dony rela memberi pesangon kepada adiknya sendiri sebesar rp 25 juta dan mencarikannya pekerjaan baru.",0
"Jika Anda menemukannya, tolong, dapatkah Anda menyimpannya untuk saya?",1
"di tengah keterbatasan kondisi ekonomi keluarga, bagaimana selanjutnya? bagi saya, bukan lah sebuah halangan berarti untuk naik turun bus sebagai alat transportasi dari rumah ke kampus.",0
Apakah Anda menaruh perangko pada kartu pos?,0
bisa saja mereka yang lebih dulu mendiami pulau ini dari pada siapa pun,0
total uang yang harus dibayarkan ke kampus saat itu sebesar rp 75.000.,2
aku terkesima dan tadi telah salah hitung,1
"saya terhitung dekat denag prof. sajudi, sejak mahasiswa hingga lulus.",1
"jika kita mau bersulit payah dan bersungguh-sungguh dalam melakukan apa pun, insya allah kita bisa menghasilkan apa pun yang kita inginkan.",1
"kalau saya belikan saham astra, saya bisa-bisa menjadi pemilik mayoritas.",0
Saya sangat senang telah mampu datang ke negara ini.,1
pak siswono yudo husodo merupakan ketua pertama ika boedoet hingga tahun 2005.,0
hampir semua iri atas kekompakan ikatan alumni hingga bisa membuat perubahan sangat signifikan terhadap almamaternya.,2
"Tolong, saya ingin alat cukur dua tegangan.",2
"perkumpulan manusia urban tersebut berlandaskan mimpi, tidak berpijak pada kenyataan dan memilih pulang.",0
surge ada di telapak kaki ibu.,0
kata kata itu melekat dalam kalbu kami sampai dewasa nanti,0
kuliah yang utama mesti dipikirkan.,0
"pada saat umrah, dalam perjalanan di sore hari menggunakan bus dari madinah ke mekkah, k.h. zainuddin m.z.",0
bu mus memberi isyarat pada trapani agar pindah.,0
"mesti sewaktu sekolah di smp keadaan ekonomi keluarga sedang terpuruk, kedua orang tua saya masih bisa menyekolahkan saya disekolah vanlith, sekolah katolik dengan biaya lebih mahal dibandingkan sekolah negeri pada umumnya.",0
dia melewatiku seperti aku tidak ada dan dia melangkah tanpa ragu mendekati binatang buas itu,0
Apakah ini tempat untuk mengambil bagasi untuk (penerbangan) Northwest 907?,1
tetapi dudley tampaknya tak mampu bicara.,1
"Saya ingin menunjukkan bahwa pemerintah kita telah memperlakukan manusia-perahu secara tidak baik. Saya menyadari bahwa Jepang sudah terlalu padat penduduk untuk membiarkan tamu tak diundang (imigran). Tapi, di sisi lain, banyak sektor industri kami membutuhkan tenaga kerja manual.",0
pelajaran apa yang mereka tawarkan mereka adalah pria pria muda yang sangat istimewa,0
Saya ingin korek api tahan air.,0
Sebuah tas berisi kue dan batangan lemon.,0
"Ya, Anda harus punya SIM dan, eh, Anda harus punya lisensi yang dikeluarkan oleh Komisi Taksi dan Limousine.",0
Jalan lurus sampai Anda melihat toko obat.,0
Itu berisi Berapa banyak tablet?,0
saat buku ini disusun direktur bank mega.,0
"satu rombongan berlima hingga berenam, membawa gitar, bas betot, dan gendang.",0
derum mobil di kejauhan dan desah pepohonan telah reda,1
Kami punya meja yang bagus dekat dengan jendela untuk Anda. Silahkan lewat sini.,1
Dapatkah Saya minta kunci untuk kamar dua satu lima?,0
"saat masyarakat kian cerdas dan berpendidikan, diharapkan dalam waktu yang bersamaan tingkat kemiskinan juga bisa menurun.",1
harun dengan bersemangat menceritakan kucingnya yang berbelang tiga baru saja melahirkan tiga ekor anak berbelang tiga pula,2
"jaringan orang tua dari teman-teman borjuis amat membantu menghubungkan kepada berbagai kalangan pemilik dana, terutama sponsor sebagai pendukung berbagai kegiatan sosial yang kami laksanakan.",0
Apakah bus ini berhenti di Stoner Avenue?,0
setelah ungkut ungkut berlalu hinggaplah kawanan cinenen kelabu yang mencari serangga sisa makanan ungkut ungkut,2
Lokasinya berada di atas kursi di dalam lobi.,0
Saya suka gaya ini.,1
"Japan Airlines, nomor penerbangan satu dua tiga.",0
bunyi lembut terdengar dari beberapa sepeda balap mahal yang mereka kayuh,2
"demi menjaga kehamilan, anita pun kemudian pindah tugas dari rs pmi bogor ke maskar besar pmi di jalan gatot subroto, jakarta, karena terlalu riskan kalau wanita hamil setiap hari harus pergi pulang jakarta-bogor.",0
"ikatan alumni ini sudah bagus, tapi masih kurang greget.",1
"kalau hanya menjadi tameng, mungkin saya hanya diberi 10 persen saham saja, tetapi kalau saya menjadi 40 persen pemegang saham carrefour, jelas tidak seperti rumor itu.",2
aku juga tidak sanggup mempertanggung jawabkan kepemimpinan ku di padang masyar nanti,1
Apa buku terbaru Galbraith?,0
buah ganitri yang biru mampu menyamarkan kehadiran mereka,2
Saya ingin memesan kamar untuk empat malam dari tanggal dua puluh dua Desember.,2
"Nah, kami ingin mencoba anggur putih.",1
mungkin dia bisa pindah ke rumah sirius seperti yang telah disarankan sirius setahun yang lalu sebelum dia terpaksa kabur dari kementerian?,0
abadi seperti lukisan ibu menggendong anak di bulan,0
perbedaan harga pangan di jawa masih terlalu jauh apabila dibandingkan dengan indonesia timur.,0
Tolong ambilkan garam dan merica.,1
"ibu susi pudjiastuti, pemilik susi air, mempersilakan kami mengganti logonya dengan trans.",2
"lagi, secara aklamasi, saya dipilih teman-teman sebagai ketua alumni seluruh angkatan menggatikan pak siswono yudo husodo.",2
Dia punya pistol.,1
Anda dapat bertanya di papan persewaan di sana.,0
"semua kembali saya koordinasikan, mulai dari transportasi darat laut dan udara, logistic, hingga memberikan arahan kepada relawan di kampus.",0
Bingkai kacamata saya rusak.,0
dia makhluk yang merdeka dia seperti angin dia bukan melayu bukan tionghoa bukan siapa siapa,2
"Tolong, pisahkan ini ke dalam tagihan yang lebih kecil.",1
Apakah kita harus menunggu lama?,0
banyak sekali calon siswa yang tidak lulus bahkan pada proses awal tes akademik.,0
"misalnya 7 persen dari total penduduk 161,5 juta—jumlah penduduk indonesia tahun 1984 menurut data dana moneter internasional—saja berarti sudah terdapat 11,3 juta anak bangsa terancam, ini bukan kondisi yang bisa dibiarkan begitu saja.",0
"paman vernon bergantian memandang bibi petunia, lalu dudley, lalu harry, seakan berharap ada yang berteriak ""april mop!""",0
Berapa banyak tagihan untuk pemrosesan?,1
Kami menyediakan makan di mobil dan kedai kopi di kereta.,0
jiwanya sehat walafiat isi kepalanya damai tenteram sekaligus sepi karena tidak ada apa apa di situ kosong,0
beliau menyampingkan ego,0
Koper saya dicuri di lobi hotel.,1
Saya mau seperempat ons parfum Chanel No 19.,1
"Istirahatlah sampai hari Selasa, dan jangan makan terlalu banyak.",1
"ada tauge goreng, martabak, soto bogor, sate ayam, dan penganan khas tradisional lainnya.",0
Pasti kejutan besar bagi Anda.,0
"lalu, setelah itu, kami pun sering bertelepon.",0
Apakah Anda punya kaset?,0
mereka membubarkan diri tanpa komando lalu bergabung dengan para penonton yang terpaku.,2
"saya sendiri berasal dari keluarga miskin dan begitu benci kepada kemiskinan, apalagi pemiskinan.",2
Dimana platfom nomor lima?,0
bagi kami ketua kelas adalah jabatan yang paling tidak menyenangkan,0
lahan eksploiotasinya tidak terbatas,2
Saya ingin untuk tiba di bandara pada pukul 02:00.,0
"di satu sisi, saya tidak mau para relawan harus sengsara, baik transportasi maupun akomodasi lainnya, di sisi lain, saya juga harus memastikan pekerjaan di lapangan nantinya dengan mutu tidak asal-asalan.",1
beliau adalah salah satu orang tercerdas yang pernah dimiliki bangsa ini,1
dia sendiri merupakan salah satu tenaga ahli yang pernah menginap berbulan-bulan di rumah penduduk saat program dijalankan.,0
"Jika tidak ada corn flakes, saya akan mengambil gandum kembung.",1
Pada musim semi pohon ceri mekar.,0
mahar memakai jas panjang sampai ke lutut seperti seorang dokter.,0
Apakah ada kereta bawah tanah?,0
Apa Tuan Brown di sana?,1
Silakan kirim sebuah mobil ke hotel A besok pagi.,1
Itu romantis.,2
Apakah ini sebuah stasiun express?,0
Bisakah kita melihat menu?,0
sudah siang aku maju sedikit aku pasti terlambat tiba di sekolah,0
Saya ingin membeli hadiah.,0
Ada dalam mode musim panas ini.,0
"saya berpesan kepada jajaran direksi untuk lebih memilih fresh graduate dengan alasan sederhana, bahwa kita ingin mendirikan stasiun televisi masa depan dengan sebuah paradigma baru, semangat baru, dan harapan baru.",0
Apakah ada pertandingan bisbol hari ini?,0
Apa yang akan saya lakukan jika saya tidak mengerti pertanyaan-pertanyaannya?,0
Perhatikan diri Anda dengan hati-hati.,2
"makanya, sewaktu saya ikut ke yogyakarta untuk menghadiri acara perkawinan keluarga molen, saya ingatkan istri molen untuk tidak boros saat dia banyak membeli berbagai oleh-oleh.",2
Ini dua dolar dan lima puluh sen.,0
Ini hadiah. Dapatkah Anda membungkusnya untuk saya?,0
